Date;Heure;Température extérieure (°C);Température intérieure actuelle (°C);Température cible souhaitée (°C);Consommation énergétique (kWh);Statut de l'occupation (binaire);Adresse;Code Postal;Type d'énergie
2023-06-09;06:00:00;29.1;12.7;12;0.17;0;Address 3823;24744;Solar
2023-06-09;07:00:00;-3.4;10.9;12;0.17;0;Address 3824;64539;Gas
2023-06-09;08:00:00;21.7;21.5;22;2.56;1;Address 3825;21586;Solar
2023-06-09;09:00:00;0.9;11.7;12;0.3;0;Address 3826;81552;Gas
2023-06-09;10:00:00;-2.5;21.1;22;2.24;1;Address 3827;29115;Gas
2023-06-09;11:00:00;24.7;21.5;22;1.53;1;Address 3828;27674;Gas
2023-06-09;12:00:00;3.5;21.0;22;1.93;1;Address 3829;94942;Solar
2023-06-09;13:00:00;18.5;11.2;12;0.38;0;Address 3830;49532;Gas
2023-06-09;14:00:00;10.5;12.0;12;0.32;0;Address 3831;35879;Electricity
2023-06-09;15:00:00;8.6;21.4;22;1.62;1;Address 3832;33782;Gas
2023-06-09;16:00:00;9.7;10.6;12;0.29;0;Address 3833;19061;Solar
2023-06-09;17:00:00;-4.9;21.8;22;2.08;1;Address 3834;99906;Solar
2023-06-09;18:00:00;6.3;10.3;12;0.12;0;Address 3835;39204;Solar
2023-06-09;19:00:00;11.6;22.4;22;2.54;1;Address 3836;63782;Gas
2023-06-09;20:00:00;21.7;12.5;12;0.25;0;Address 3837;63028;Solar
2023-06-09;21:00:00;14.8;10.4;12;0.33;0;Address 3838;54081;Solar
2023-06-09;22:00:00;12.1;22.2;22;1.55;1;Address 3839;81900;Electricity
2023-06-09;23:00:00;28.9;22.6;22;1.92;1;Address 3840;11050;Gas
2023-06-10;00:00:00;-4.9;11.2;12;0.34;0;Address 3841;20894;Solar
2023-06-10;01:00:00;21.9;10.9;12;0.35;0;Address 3842;86699;Electricity
2023-06-10;02:00:00;25.2;21.6;22;2.33;1;Address 3843;89488;Electricity
2023-06-10;03:00:00;14.6;12.6;12;0.37;0;Address 3844;59847;Gas
2023-06-10;04:00:00;2.4;21.0;22;2.84;1;Address 3845;88697;Solar
2023-06-10;05:00:00;18.6;12.4;12;0.28;0;Address 3846;63036;Electricity
2023-06-10;06:00:00;13.9;21.4;22;2.0;1;Address 3847;40544;Solar
2023-06-10;07:00:00;-4.6;21.5;22;2.16;1;Address 3848;28685;Gas
2023-06-10;08:00:00;22.2;10.7;12;0.15;0;Address 3849;80439;Electricity
2023-06-10;09:00:00;9.0;22.1;22;2.78;1;Address 3850;40761;Electricity
2023-06-10;10:00:00;14.2;21.2;22;1.93;1;Address 3851;43781;Gas
2023-06-10;11:00:00;6.9;12.2;12;0.5;0;Address 3852;45840;Electricity
2023-06-10;12:00:00;9.5;12.2;12;0.27;0;Address 3853;76836;Electricity
2023-06-10;13:00:00;9.4;21.2;22;2.34;1;Address 3854;27297;Gas
2023-06-10;14:00:00;13.1;12.5;12;0.46;0;Address 3855;29234;Electricity
2023-06-10;15:00:00;23.1;21.7;22;2.01;1;Address 3856;75284;Gas
2023-06-10;16:00:00;-0.0;22.4;22;2.6;1;Address 3857;71229;Gas
2023-06-10;17:00:00;26.1;22.1;22;1.93;1;Address 3858;73034;Solar
2023-06-10;18:00:00;6.9;11.0;12;0.46;0;Address 3859;70637;Electricity
2023-06-10;19:00:00;-0.6;12.5;12;0.12;0;Address 3860;92925;Gas
2023-06-10;20:00:00;2.9;12.5;12;0.31;0;Address 3861;88591;Electricity
2023-06-10;21:00:00;10.9;12.3;12;0.16;0;Address 3862;39898;Solar
2023-06-10;22:00:00;22.5;21.9;22;1.8;1;Address 3863;27291;Solar
2023-06-10;23:00:00;-3.6;12.8;12;0.41;0;Address 3864;32194;Electricity
2023-06-11;00:00:00;27.4;10.6;12;0.5;0;Address 3865;74113;Gas
2023-06-11;01:00:00;27.0;12.4;12;0.44;0;Address 3866;86739;Electricity
2023-06-11;02:00:00;17.3;11.9;12;0.29;0;Address 3867;92444;Gas
2023-06-11;03:00:00;12.7;12.3;12;0.2;0;Address 3868;95433;Electricity
2023-06-11;04:00:00;26.5;11.8;12;0.15;0;Address 3869;72225;Solar
2023-06-11;05:00:00;9.2;21.3;22;1.57;1;Address 3870;31089;Electricity
2023-06-11;06:00:00;28.6;12.7;12;0.36;0;Address 3871;55181;Electricity
2023-06-11;07:00:00;15.1;21.7;22;1.68;1;Address 3872;57257;Gas
2023-06-11;08:00:00;9.0;21.8;22;2.09;1;Address 3873;76467;Electricity
2023-06-11;09:00:00;2.5;22.3;22;2.36;1;Address 3874;64037;Electricity
2023-06-11;10:00:00;18.6;12.5;12;0.13;0;Address 3875;55084;Solar
2023-06-11;11:00:00;16.3;22.2;22;2.46;1;Address 3876;71303;Gas
2023-06-11;12:00:00;1.1;21.9;22;2.98;1;Address 3877;95535;Gas
2023-06-11;13:00:00;20.2;10.1;12;0.46;0;Address 3878;84208;Electricity
2023-06-11;14:00:00;18.6;10.2;12;0.32;0;Address 3879;92639;Gas
2023-06-11;15:00:00;25.2;21.2;22;1.5;1;Address 3880;25395;Solar
2023-06-11;16:00:00;23.6;23.0;22;1.68;1;Address 3881;19676;Electricity
2023-06-11;17:00:00;24.1;12.4;12;0.24;0;Address 3882;21833;Gas
2023-06-11;18:00:00;13.4;22.2;22;2.27;1;Address 3883;91928;Solar
2023-06-11;19:00:00;22.3;22.6;22;2.98;1;Address 3884;64944;Solar
2023-06-11;20:00:00;27.0;11.2;12;0.36;0;Address 3885;41109;Gas
2023-06-11;21:00:00;15.0;22.5;22;1.9;1;Address 3886;58711;Gas
2023-06-11;22:00:00;7.2;22.5;22;1.5;1;Address 3887;19124;Electricity
2023-06-11;23:00:00;29.2;12.7;12;0.45;0;Address 3888;31743;Solar
2023-06-12;00:00:00;8.7;22.7;22;1.65;1;Address 3889;46931;Gas
2023-06-12;01:00:00;26.0;12.4;12;0.34;0;Address 3890;75813;Solar
2023-06-12;02:00:00;-0.7;22.6;22;2.95;1;Address 3891;49978;Electricity
2023-06-12;03:00:00;16.4;11.6;12;0.44;0;Address 3892;57306;Solar
2023-06-12;04:00:00;19.6;10.7;12;0.43;0;Address 3893;19285;Electricity
2023-06-12;05:00:00;12.1;10.1;12;0.26;0;Address 3894;41434;Electricity
2023-06-12;06:00:00;22.8;12.3;12;0.23;0;Address 3895;71765;Electricity
2023-06-12;07:00:00;7.9;10.4;12;0.47;0;Address 3896;22565;Gas
2023-06-12;08:00:00;0.1;12.5;12;0.42;0;Address 3897;24907;Solar
2023-06-12;09:00:00;14.9;12.0;12;0.47;0;Address 3898;14149;Gas
2023-06-12;10:00:00;23.4;22.3;22;2.89;1;Address 3899;45060;Electricity
2023-06-12;11:00:00;28.0;22.5;22;2.23;1;Address 3900;85556;Solar
2023-06-12;12:00:00;7.1;11.9;12;0.41;0;Address 3901;25908;Electricity
2023-06-12;13:00:00;5.9;21.8;22;2.26;1;Address 3902;96426;Solar
2023-06-12;14:00:00;2.0;22.9;22;1.58;1;Address 3903;82146;Solar
2023-06-12;15:00:00;0.0;10.3;12;0.15;0;Address 3904;40950;Solar
2023-06-12;16:00:00;-1.1;12.9;12;0.24;0;Address 3905;16236;Electricity
2023-06-12;17:00:00;24.6;12.8;12;0.42;0;Address 3906;88212;Electricity
2023-06-12;18:00:00;26.5;10.0;12;0.14;0;Address 3907;55250;Solar
2023-06-12;19:00:00;9.4;10.7;12;0.27;0;Address 3908;84922;Gas
2023-06-12;20:00:00;22.5;23.0;22;1.65;1;Address 3909;48926;Electricity
2023-06-12;21:00:00;12.1;21.3;22;1.54;1;Address 3910;51575;Solar
2023-06-12;22:00:00;27.0;11.4;12;0.24;0;Address 3911;17605;Solar
2023-06-12;23:00:00;9.7;22.6;22;2.8;1;Address 3912;97911;Solar
2023-06-13;00:00:00;-3.3;11.8;12;0.36;0;Address 3913;15480;Electricity
2023-06-13;01:00:00;-3.8;22.1;22;2.39;1;Address 3914;87386;Gas
2023-06-13;02:00:00;21.5;11.0;12;0.42;0;Address 3915;74873;Gas
2023-06-13;03:00:00;22.1;21.8;22;2.81;1;Address 3916;61691;Gas
2023-06-13;04:00:00;19.6;22.4;22;1.7;1;Address 3917;36046;Gas
2023-06-13;05:00:00;13.5;11.3;12;0.18;0;Address 3918;25073;Electricity
2023-06-13;06:00:00;29.2;11.1;12;0.4;0;Address 3919;83211;Gas
2023-06-13;07:00:00;28.5;12.0;12;0.35;0;Address 3920;70146;Electricity
2023-06-13;08:00:00;25.6;11.6;12;0.33;0;Address 3921;63341;Electricity
2023-06-13;09:00:00;20.9;21.3;22;1.95;1;Address 3922;89593;Gas
2023-06-13;10:00:00;1.2;22.4;22;1.53;1;Address 3923;59531;Gas
2023-06-13;11:00:00;25.2;10.4;12;0.49;0;Address 3924;62791;Electricity
2023-06-13;12:00:00;23.5;11.7;12;0.12;0;Address 3925;97891;Electricity
2023-06-13;13:00:00;12.4;11.0;12;0.13;0;Address 3926;87634;Gas
2023-06-13;14:00:00;23.1;21.7;22;2.13;1;Address 3927;75790;Gas
2023-06-13;15:00:00;-1.0;10.8;12;0.22;0;Address 3928;49432;Electricity
2023-06-13;16:00:00;11.2;10.8;12;0.36;0;Address 3929;95180;Gas
2023-06-13;17:00:00;21.9;21.2;22;2.74;1;Address 3930;35592;Gas
2023-06-13;18:00:00;0.6;11.2;12;0.47;0;Address 3931;20542;Electricity
2023-06-13;19:00:00;5.2;22.4;22;2.6;1;Address 3932;59905;Gas
2023-06-13;20:00:00;11.4;21.9;22;2.73;1;Address 3933;45982;Gas
2023-06-13;21:00:00;24.2;21.3;22;2.05;1;Address 3934;21824;Gas
2023-06-13;22:00:00;5.1;22.9;22;1.58;1;Address 3935;79969;Electricity
2023-06-13;23:00:00;-4.5;10.8;12;0.22;0;Address 3936;28246;Electricity
2023-06-14;00:00:00;-2.4;10.3;12;0.35;0;Address 3937;88189;Gas
2023-06-14;01:00:00;21.9;22.3;22;1.8;1;Address 3938;97896;Electricity
2023-06-14;02:00:00;8.5;22.5;22;1.63;1;Address 3939;87455;Solar
2023-06-14;03:00:00;1.0;21.9;22;2.98;1;Address 3940;97736;Solar
2023-06-14;04:00:00;7.8;10.5;12;0.43;0;Address 3941;38934;Electricity
2023-06-14;05:00:00;10.6;10.9;12;0.26;0;Address 3942;32456;Gas
2023-06-14;06:00:00;12.7;12.4;12;0.23;0;Address 3943;97621;Solar
2023-06-14;07:00:00;23.8;22.0;22;1.94;1;Address 3944;59890;Electricity
2023-06-14;08:00:00;7.1;10.5;12;0.35;0;Address 3945;29086;Electricity
2023-06-14;09:00:00;-1.8;10.9;12;0.23;0;Address 3946;19368;Gas
2023-06-14;10:00:00;0.0;22.4;22;1.85;1;Address 3947;41053;Gas
2023-06-14;11:00:00;12.4;22.9;22;1.98;1;Address 3948;22036;Gas
2023-06-14;12:00:00;-0.7;22.9;22;2.95;1;Address 3949;75596;Electricity
2023-06-14;13:00:00;-4.7;11.1;12;0.41;0;Address 3950;52725;Solar
2023-06-14;14:00:00;0.6;22.9;22;2.53;1;Address 3951;35665;Solar
2023-06-14;15:00:00;2.9;12.9;12;0.23;0;Address 3952;45030;Electricity
2023-06-14;16:00:00;8.2;21.6;22;1.77;1;Address 3953;41400;Electricity
2023-06-14;17:00:00;18.8;22.1;22;1.66;1;Address 3954;95081;Gas
2023-06-14;18:00:00;27.6;21.4;22;1.56;1;Address 3955;50000;Solar
2023-06-14;19:00:00;27.0;21.0;22;2.69;1;Address 3956;65678;Solar
2023-06-14;20:00:00;17.2;10.6;12;0.14;0;Address 3957;64676;Solar
2023-06-14;21:00:00;25.4;22.6;22;1.82;1;Address 3958;90201;Electricity
2023-06-14;22:00:00;28.5;12.1;12;0.19;0;Address 3959;83341;Gas
2023-06-14;23:00:00;15.0;21.6;22;2.22;1;Address 3960;77680;Solar
2023-06-15;00:00:00;14.4;22.9;22;2.18;1;Address 3961;68281;Gas
2023-06-15;01:00:00;8.2;10.0;12;0.35;0;Address 3962;58826;Electricity
2023-06-15;02:00:00;12.1;11.9;12;0.12;0;Address 3963;50159;Gas
2023-06-15;03:00:00;0.7;22.8;22;2.73;1;Address 3964;71686;Solar
2023-06-15;04:00:00;1.9;21.6;22;1.72;1;Address 3965;67222;Gas
2023-06-15;05:00:00;0.5;10.0;12;0.33;0;Address 3966;64442;Solar
2023-06-15;06:00:00;11.6;21.7;22;2.51;1;Address 3967;39684;Solar
2023-06-15;07:00:00;6.9;22.0;22;1.61;1;Address 3968;29866;Gas
2023-06-15;08:00:00;12.8;12.3;12;0.28;0;Address 3969;45126;Electricity
2023-06-15;09:00:00;-1.4;22.6;22;2.83;1;Address 3970;46279;Electricity
2023-06-15;10:00:00;-1.9;21.8;22;1.82;1;Address 3971;91740;Electricity
2023-06-15;11:00:00;26.3;10.1;12;0.34;0;Address 3972;83875;Electricity
2023-06-15;12:00:00;20.9;12.0;12;0.3;0;Address 3973;76597;Gas
2023-06-15;13:00:00;2.3;12.3;12;0.3;0;Address 3974;60967;Electricity
2023-06-15;14:00:00;26.4;11.5;12;0.17;0;Address 3975;68661;Electricity
2023-06-15;15:00:00;8.9;21.3;22;2.87;1;Address 3976;53895;Solar
2023-06-15;16:00:00;1.1;22.5;22;1.88;1;Address 3977;46257;Gas
2023-06-15;17:00:00;23.9;11.2;12;0.15;0;Address 3978;85349;Electricity
2023-06-15;18:00:00;18.7;23.0;22;2.1;1;Address 3979;79940;Electricity
2023-06-15;19:00:00;24.6;12.3;12;0.34;0;Address 3980;56940;Solar
2023-06-15;20:00:00;3.7;11.3;12;0.19;0;Address 3981;82966;Electricity
2023-06-15;21:00:00;4.2;11.9;12;0.47;0;Address 3982;56507;Gas
2023-06-15;22:00:00;6.9;22.6;22;2.55;1;Address 3983;25914;Solar
2023-06-15;23:00:00;23.4;10.4;12;0.42;0;Address 3984;84590;Solar
2023-06-16;00:00:00;0.7;21.8;22;2.49;1;Address 3985;17883;Gas
2023-06-16;01:00:00;23.7;10.1;12;0.2;0;Address 3986;74030;Solar
2023-06-16;02:00:00;2.4;12.3;12;0.39;0;Address 3987;29688;Electricity
2023-06-16;03:00:00;24.2;22.7;22;2.68;1;Address 3988;17813;Electricity
2023-06-16;04:00:00;18.2;12.5;12;0.41;0;Address 3989;49908;Gas
2023-06-16;05:00:00;18.8;12.8;12;0.47;0;Address 3990;89201;Electricity
2023-06-16;06:00:00;21.6;11.8;12;0.46;0;Address 3991;84885;Electricity
2023-06-16;07:00:00;13.0;10.5;12;0.49;0;Address 3992;61950;Solar
2023-06-16;08:00:00;13.3;10.2;12;0.26;0;Address 3993;30600;Gas
2023-06-16;09:00:00;1.4;11.1;12;0.34;0;Address 3994;30159;Gas
2023-06-16;10:00:00;8.8;10.9;12;0.3;0;Address 3995;63800;Solar
2023-06-16;11:00:00;27.3;11.6;12;0.45;0;Address 3996;13793;Electricity
2023-06-16;12:00:00;16.1;11.2;12;0.34;0;Address 3997;80595;Solar
2023-06-16;13:00:00;5.2;12.1;12;0.14;0;Address 3998;72702;Electricity
2023-06-16;14:00:00;-2.2;22.1;22;2.04;1;Address 3999;11712;Gas
2023-06-16;15:00:00;-2.2;21.8;22;2.07;1;Address 4000;17214;Electricity
2023-06-16;16:00:00;1.4;11.0;12;0.47;0;Address 4001;64333;Electricity
2023-06-16;17:00:00;13.7;22.8;22;2.95;1;Address 4002;94187;Solar
2023-06-16;18:00:00;6.6;11.5;12;0.23;0;Address 4003;34420;Electricity
2023-06-16;19:00:00;11.4;11.0;12;0.49;0;Address 4004;40344;Gas
2023-06-16;20:00:00;-4.7;21.9;22;1.7;1;Address 4005;22466;Solar
2023-06-16;21:00:00;11.7;22.3;22;1.83;1;Address 4006;74115;Electricity
2023-06-16;22:00:00;14.4;21.6;22;2.45;1;Address 4007;94508;Electricity
2023-06-16;23:00:00;3.7;21.3;22;2.93;1;Address 4008;10207;Electricity
2023-06-17;00:00:00;20.3;21.0;22;2.66;1;Address 4009;11434;Gas
2023-06-17;01:00:00;17.4;22.3;22;2.77;1;Address 4010;62745;Electricity
2023-06-17;02:00:00;24.3;11.7;12;0.36;0;Address 4011;41866;Solar
2023-06-17;03:00:00;1.5;11.3;12;0.19;0;Address 4012;24364;Electricity
2023-06-17;04:00:00;8.4;12.1;12;0.27;0;Address 4013;18309;Electricity
2023-06-17;05:00:00;3.4;22.2;22;2.57;1;Address 4014;94227;Electricity
2023-06-17;06:00:00;24.4;10.3;12;0.18;0;Address 4015;23178;Solar
2023-06-17;07:00:00;18.0;21.3;22;2.39;1;Address 4016;76958;Gas
2023-06-17;08:00:00;14.9;21.4;22;1.65;1;Address 4017;96660;Gas
2023-06-17;09:00:00;2.5;22.6;22;1.52;1;Address 4018;57533;Solar
2023-06-17;10:00:00;17.6;22.6;22;2.19;1;Address 4019;42067;Gas
2023-06-17;11:00:00;-4.6;13.0;12;0.16;0;Address 4020;76722;Electricity
2023-06-17;12:00:00;18.8;11.2;12;0.15;0;Address 4021;49468;Electricity
2023-06-17;13:00:00;10.4;22.4;22;1.63;1;Address 4022;50382;Electricity
2023-06-17;14:00:00;12.8;21.2;22;1.91;1;Address 4023;49931;Electricity
2023-06-17;15:00:00;13.4;11.6;12;0.48;0;Address 4024;59511;Electricity
2023-06-17;16:00:00;20.0;11.8;12;0.32;0;Address 4025;43845;Electricity
2023-06-17;17:00:00;17.1;11.0;12;0.12;0;Address 4026;78529;Gas
2023-06-17;18:00:00;21.1;21.2;22;2.57;1;Address 4027;90391;Electricity
2023-06-17;19:00:00;4.1;21.8;22;2.49;1;Address 4028;48736;Gas
2023-06-17;20:00:00;-3.2;22.7;22;2.33;1;Address 4029;88190;Gas
2023-06-17;21:00:00;3.3;22.6;22;2.09;1;Address 4030;24081;Solar
2023-06-17;22:00:00;13.9;10.7;12;0.12;0;Address 4031;73325;Electricity
2023-06-17;23:00:00;-4.7;11.4;12;0.25;0;Address 4032;14018;Solar
2023-06-18;00:00:00;15.7;22.9;22;2.99;1;Address 4033;10956;Electricity
2023-06-18;01:00:00;-1.4;22.2;22;1.96;1;Address 4034;61048;Solar
2023-06-18;02:00:00;-4.7;22.6;22;2.56;1;Address 4035;29060;Gas
2023-06-18;03:00:00;24.9;12.2;12;0.19;0;Address 4036;42706;Solar
2023-06-18;04:00:00;21.5;22.2;22;2.6;1;Address 4037;99523;Solar
2023-06-18;05:00:00;1.8;12.5;12;0.22;0;Address 4038;58961;Gas
2023-06-18;06:00:00;22.7;10.5;12;0.43;0;Address 4039;15079;Gas
2023-06-18;07:00:00;-4.6;10.1;12;0.19;0;Address 4040;36651;Solar
2023-06-18;08:00:00;9.3;10.2;12;0.29;0;Address 4041;42679;Solar
2023-06-18;09:00:00;15.2;22.1;22;2.34;1;Address 4042;89031;Solar
2023-06-18;10:00:00;8.4;22.9;22;2.33;1;Address 4043;32680;Solar
2023-06-18;11:00:00;11.1;11.6;12;0.27;0;Address 4044;54885;Gas
2023-06-18;12:00:00;19.0;10.9;12;0.24;0;Address 4045;78131;Gas
2023-06-18;13:00:00;3.3;10.6;12;0.2;0;Address 4046;41754;Gas
2023-06-18;14:00:00;18.3;10.7;12;0.19;0;Address 4047;47025;Gas
2023-06-18;15:00:00;11.5;10.4;12;0.21;0;Address 4048;68775;Solar
2023-06-18;16:00:00;21.5;22.9;22;2.19;1;Address 4049;83672;Electricity
2023-06-18;17:00:00;17.5;22.2;22;1.74;1;Address 4050;68202;Gas
2023-06-18;18:00:00;11.2;11.4;12;0.45;0;Address 4051;58470;Electricity
2023-06-18;19:00:00;27.3;21.2;22;1.74;1;Address 4052;99055;Gas
2023-06-18;20:00:00;23.0;22.9;22;2.05;1;Address 4053;39903;Electricity
2023-06-18;21:00:00;19.5;11.3;12;0.17;0;Address 4054;32792;Gas
2023-06-18;22:00:00;10.5;21.2;22;1.93;1;Address 4055;64334;Electricity
2023-06-18;23:00:00;26.3;10.5;12;0.19;0;Address 4056;63167;Gas
2023-06-19;00:00:00;12.4;21.3;22;1.85;1;Address 4057;65696;Solar
2023-06-19;01:00:00;15.4;22.9;22;2.67;1;Address 4058;67598;Solar
2023-06-19;02:00:00;27.8;12.5;12;0.23;0;Address 4059;25401;Solar
2023-06-19;03:00:00;19.4;21.7;22;2.56;1;Address 4060;17890;Electricity
2023-06-19;04:00:00;12.6;21.2;22;2.58;1;Address 4061;16473;Gas
2023-06-19;05:00:00;12.8;22.8;22;1.91;1;Address 4062;45804;Electricity
2023-06-19;06:00:00;7.1;22.1;22;1.63;1;Address 4063;63319;Gas
2023-06-19;07:00:00;4.0;12.8;12;0.3;0;Address 4064;92965;Gas
2023-06-19;08:00:00;17.8;12.0;12;0.12;0;Address 4065;18126;Electricity
2023-06-19;09:00:00;14.3;12.3;12;0.44;0;Address 4066;11327;Solar
2023-06-19;10:00:00;-3.6;12.4;12;0.41;0;Address 4067;17986;Solar
2023-06-19;11:00:00;25.6;11.7;12;0.11;0;Address 4068;48388;Electricity
2023-06-19;12:00:00;18.2;21.4;22;2.27;1;Address 4069;59895;Gas
2023-06-19;13:00:00;17.3;13.0;12;0.38;0;Address 4070;84092;Gas
2023-06-19;14:00:00;9.0;10.8;12;0.22;0;Address 4071;89369;Gas
2023-06-19;15:00:00;11.6;21.2;22;2.24;1;Address 4072;81392;Gas
2023-06-19;16:00:00;26.6;10.5;12;0.36;0;Address 4073;19467;Electricity
2023-06-19;17:00:00;15.8;22.2;22;1.89;1;Address 4074;65559;Electricity
2023-06-19;18:00:00;26.9;11.4;12;0.38;0;Address 4075;84614;Solar
2023-06-19;19:00:00;15.6;12.1;12;0.19;0;Address 4076;91397;Solar
2023-06-19;20:00:00;2.8;21.8;22;1.97;1;Address 4077;13051;Electricity
2023-06-19;21:00:00;1.0;21.6;22;2.62;1;Address 4078;48268;Electricity
2023-06-19;22:00:00;-1.2;12.2;12;0.43;0;Address 4079;29681;Gas
2023-06-19;23:00:00;2.0;10.1;12;0.41;0;Address 4080;42300;Electricity
2023-06-20;00:00:00;3.2;22.9;22;2.45;1;Address 4081;30031;Solar
2023-06-20;01:00:00;19.9;21.6;22;2.51;1;Address 4082;32006;Gas
2023-06-20;02:00:00;0.3;22.5;22;2.12;1;Address 4083;97589;Electricity
2023-06-20;03:00:00;2.6;12.4;12;0.48;0;Address 4084;71587;Solar
2023-06-20;04:00:00;21.3;22.1;22;2.26;1;Address 4085;40497;Gas
2023-06-20;05:00:00;29.2;10.5;12;0.16;0;Address 4086;18695;Solar
2023-06-20;06:00:00;-4.0;10.6;12;0.32;0;Address 4087;64483;Solar
2023-06-20;07:00:00;6.7;22.1;22;2.33;1;Address 4088;37225;Electricity
2023-06-20;08:00:00;22.9;11.1;12;0.35;0;Address 4089;86172;Solar
2023-06-20;09:00:00;19.0;21.1;22;2.7;1;Address 4090;23078;Electricity
2023-06-20;10:00:00;13.7;22.9;22;2.42;1;Address 4091;79331;Solar
2023-06-20;11:00:00;-4.7;10.6;12;0.13;0;Address 4092;58599;Electricity
2023-06-20;12:00:00;4.4;22.3;22;1.95;1;Address 4093;65236;Gas
2023-06-20;13:00:00;28.2;12.3;12;0.22;0;Address 4094;24854;Electricity
2023-06-20;14:00:00;-1.9;21.4;22;1.99;1;Address 4095;87216;Solar
2023-06-20;15:00:00;19.0;10.3;12;0.13;0;Address 4096;36062;Gas
2023-06-20;16:00:00;2.8;10.1;12;0.49;0;Address 4097;24724;Gas
2023-06-20;17:00:00;17.3;11.8;12;0.41;0;Address 4098;59974;Solar
2023-06-20;18:00:00;1.4;12.7;12;0.42;0;Address 4099;75912;Gas
2023-06-20;19:00:00;16.5;11.7;12;0.15;0;Address 4100;26814;Solar
2023-06-20;20:00:00;-0.6;10.5;12;0.37;0;Address 4101;75871;Gas
2023-06-20;21:00:00;21.5;21.1;22;2.47;1;Address 4102;37317;Solar
2023-06-20;22:00:00;4.4;21.5;22;2.93;1;Address 4103;59648;Solar
2023-06-20;23:00:00;23.9;21.0;22;1.67;1;Address 4104;42179;Solar
2023-06-21;00:00:00;2.1;21.1;22;2.78;1;Address 4105;10070;Gas
2023-06-21;01:00:00;-3.4;21.8;22;2.83;1;Address 4106;56619;Solar
2023-06-21;02:00:00;10.1;21.3;22;1.98;1;Address 4107;71939;Gas
2023-06-21;03:00:00;4.1;13.0;12;0.23;0;Address 4108;11438;Solar
2023-06-21;04:00:00;23.3;11.9;12;0.11;0;Address 4109;52480;Gas
2023-06-21;05:00:00;29.2;12.0;12;0.18;0;Address 4110;66641;Electricity
2023-06-21;06:00:00;10.0;21.7;22;2.87;1;Address 4111;78720;Solar
2023-06-21;07:00:00;2.6;21.5;22;1.5;1;Address 4112;72759;Solar
2023-06-21;08:00:00;-2.3;11.4;12;0.37;0;Address 4113;67002;Gas
2023-06-21;09:00:00;3.2;21.9;22;2.01;1;Address 4114;16266;Solar
2023-06-21;10:00:00;15.6;22.3;22;2.58;1;Address 4115;68677;Gas
2023-06-21;11:00:00;5.3;12.2;12;0.37;0;Address 4116;37495;Electricity
2023-06-21;12:00:00;19.0;22.8;22;2.23;1;Address 4117;82015;Gas
2023-06-21;13:00:00;-3.5;22.5;22;1.95;1;Address 4118;59806;Gas
2023-06-21;14:00:00;19.0;11.2;12;0.37;0;Address 4119;17384;Gas
2023-06-21;15:00:00;12.0;21.6;22;2.27;1;Address 4120;94494;Electricity
2023-06-21;16:00:00;27.1;10.7;12;0.45;0;Address 4121;10691;Gas
2023-06-21;17:00:00;18.9;10.2;12;0.32;0;Address 4122;49015;Solar
2023-06-21;18:00:00;6.6;21.3;22;2.33;1;Address 4123;57935;Electricity
2023-06-21;19:00:00;7.5;10.2;12;0.42;0;Address 4124;41315;Gas
2023-06-21;20:00:00;6.4;21.3;22;1.62;1;Address 4125;82582;Gas
2023-06-21;21:00:00;14.5;11.3;12;0.19;0;Address 4126;13830;Electricity
2023-06-21;22:00:00;2.3;10.7;12;0.21;0;Address 4127;91801;Electricity
2023-06-21;23:00:00;15.9;22.0;22;2.64;1;Address 4128;15768;Solar
2023-06-22;00:00:00;14.6;21.5;22;1.72;1;Address 4129;83486;Electricity
2023-06-22;01:00:00;28.8;10.3;12;0.26;0;Address 4130;85926;Gas
2023-06-22;02:00:00;12.1;10.1;12;0.39;0;Address 4131;56851;Electricity
2023-06-22;03:00:00;4.6;21.0;22;2.58;1;Address 4132;31961;Solar
2023-06-22;04:00:00;-3.8;10.5;12;0.31;0;Address 4133;26862;Gas
2023-06-22;05:00:00;18.4;10.5;12;0.26;0;Address 4134;43330;Gas
2023-06-22;06:00:00;24.5;22.8;22;2.07;1;Address 4135;16390;Electricity
2023-06-22;07:00:00;20.3;21.6;22;2.06;1;Address 4136;86075;Gas
2023-06-22;08:00:00;5.5;13.0;12;0.42;0;Address 4137;30448;Gas
2023-06-22;09:00:00;19.8;11.5;12;0.34;0;Address 4138;41111;Gas
2023-06-22;10:00:00;20.5;13.0;12;0.31;0;Address 4139;17759;Electricity
2023-06-22;11:00:00;29.1;10.8;12;0.43;0;Address 4140;53986;Solar
2023-06-22;12:00:00;30.0;12.5;12;0.44;0;Address 4141;25384;Gas
2023-06-22;13:00:00;8.1;21.3;22;1.6;1;Address 4142;55830;Electricity
2023-06-22;14:00:00;15.7;21.9;22;1.75;1;Address 4143;65899;Solar
2023-06-22;15:00:00;11.7;12.7;12;0.18;0;Address 4144;87910;Gas
2023-06-22;16:00:00;25.6;11.5;12;0.46;0;Address 4145;52811;Gas
2023-06-22;17:00:00;4.5;12.5;12;0.18;0;Address 4146;55439;Solar
2023-06-22;18:00:00;-1.2;12.4;12;0.24;0;Address 4147;33535;Gas
2023-06-22;19:00:00;7.1;12.9;12;0.24;0;Address 4148;32851;Solar
2023-06-22;20:00:00;-1.9;22.3;22;2.24;1;Address 4149;64399;Solar
